asset_id,variant,file,category,issuer,issuer_trusted,hard_binding_intact,soft_binding_hamming,pixels_tampered_after_signing,depicts_staged_scene,is_generated,correct_verdict
A078,original,A078__original.jpg,signed_tampered_undeclared,northcam,1,0,18,1,0,0,credential_broken_content_altered
A078,recompress_q40,A078__recompress_q40.jpg,signed_tampered_undeclared,northcam,1,0,18,1,0,0,credential_broken_content_altered
A078,crop_10pct,A078__crop_10pct.jpg,signed_tampered_undeclared,northcam,1,0,30,1,0,0,credential_broken_content_altered
A078,resize_640,A078__resize_640.jpg,signed_tampered_undeclared,northcam,1,0,18,1,0,0,credential_broken_content_altered
A078,screenshot_sim,A078__screenshot_sim.jpg,signed_tampered_undeclared,northcam,1,0,18,1,0,0,credential_broken_content_altered
A078,platform_strip,A078__platform_strip.jpg,signed_tampered_undeclared,northcam,1,0,18,1,0,0,credential_broken_content_altered
A079,original,A079__original.jpg,signed_edit_declared,northcam,1,1,0,0,0,0,credential_valid_edits_disclosed
A079,recompress_q40,A079__recompress_q40.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A079,crop_10pct,A079__crop_10pct.jpg,signed_edit_declared,northcam,1,0,22,0,0,0,credential_valid_edits_disclosed
A079,resize_640,A079__resize_640.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A079,screenshot_sim,A079__screenshot_sim.jpg,signed_edit_declared,northcam,1,0,10,0,0,0,credential_valid_edits_disclosed
A079,platform_strip,A079__platform_strip.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A080,original,A080__original.jpg,signed_staged_scene,northcam,1,1,0,0,1,0,credential_valid_but_scene_staged
A080,recompress_q40,A080__recompress_q40.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A080,crop_10pct,A080__crop_10pct.jpg,signed_staged_scene,northcam,1,0,20,0,1,0,credential_valid_but_scene_staged
A080,resize_640,A080__resize_640.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A080,screenshot_sim,A080__screenshot_sim.jpg,signed_staged_scene,northcam,1,0,10,0,1,0,credential_valid_but_scene_staged
A080,platform_strip,A080__platform_strip.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A081,original,A081__original.jpg,signed_authentic,northcam,1,1,0,0,0,0,credential_valid_origin_confirmed
A081,recompress_q40,A081__recompress_q40.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A081,crop_10pct,A081__crop_10pct.jpg,signed_authentic,northcam,1,0,16,0,0,0,credential_valid_origin_confirmed
A081,resize_640,A081__resize_640.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A081,screenshot_sim,A081__screenshot_sim.jpg,signed_authentic,northcam,1,0,8,0,0,0,credential_valid_origin_confirmed
A081,platform_strip,A081__platform_strip.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A082,original,A082__original.jpg,signed_edit_declared,northcam,1,1,0,0,0,0,credential_valid_edits_disclosed
A082,recompress_q40,A082__recompress_q40.jpg,signed_edit_declared,northcam,1,0,2,0,0,0,credential_valid_edits_disclosed
A082,crop_10pct,A082__crop_10pct.jpg,signed_edit_declared,northcam,1,0,18,0,0,0,credential_valid_edits_disclosed
A082,resize_640,A082__resize_640.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A082,screenshot_sim,A082__screenshot_sim.jpg,signed_edit_declared,northcam,1,0,14,0,0,0,credential_valid_edits_disclosed
A082,platform_strip,A082__platform_strip.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A083,original,A083__original.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A083,recompress_q40,A083__recompress_q40.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A083,crop_10pct,A083__crop_10pct.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A083,resize_640,A083__resize_640.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A083,screenshot_sim,A083__screenshot_sim.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A083,platform_strip,A083__platform_strip.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
